"Edible","CapShape","CapSurface","CapColor","Odor","Height"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Poisonous","Convex","Smooth","White","Pungent","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Scaly","Red","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Flat","Scaly","Gray","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Short"
"Poisonous","Flat","Smooth","White","Pungent","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Fibrous","White","None","Short"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Scaly","Brown","None","Short"
"Edible","Flat","Scaly","Brown","None","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Poisonous","Flat","Smooth","Brown","Pungent","Tall"
"Edible","Flat","Fibrous","Red","None","Short"
"Poisonous","Convex","Smooth","White","Pungent","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Flat","Fibrous","Red","None","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Scaly","Brown","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Smooth","White","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Scaly","Gray","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Poisonous","Convex","Smooth","Pink","Creosote","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Fibrous","White","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Scaly","Red","None","Tall"
"Edible","Flat","Scaly","Gray","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Poisonous","Flat","Smooth","White","Pungent","Tall"
"Edible","Flat","Scaly","Brown","None","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Red","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Flat","Scaly","Brown","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Flat","Smooth","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Brown","None","Short"
"Poisonous","Convex","Smooth","Pink","Creosote","Tall"
"Edible","Flat","Scaly","Gray","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Poisonous","Flat","Smooth","Brown","Pungent","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Flat","Scaly","Gray","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Flat","Scaly","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Scaly","Brown","None","Short"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Red","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","White","None","Short"
"Edible","Flat","Scaly","Gray","None","Tall"
"Edible","Flat","Smooth","Gray","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Short"
"Poisonous","Flat","Scaly","White","Pungent","Short"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Brown","None","Tall"
"Poisonous","Flat","Smooth","White","Pungent","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Smooth","White","None","Tall"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Poisonous","Convex","Smooth","White","Pungent","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Poisonous","Convex","Smooth","White","Pungent","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Scaly","Red","None","Tall"
"Edible","Flat","Scaly","Gray","None","Short"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Poisonous","Convex","Smooth","Pink","Creosote","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Red","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Flat","Scaly","Brown","None","Short"
"Edible","Flat","Scaly","Red","None","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
